date,year,month,month_number,year_number,total_arr,total_customers,total_new_customers,total_churned_customers,monthly_revenue,total_cogs,total_compensation,total_marketing_expenses,total_sales_expenses,total_r_and_d_expenses,total_g_and_a_expenses,one_time_expenses,total_operating_expenses,total_headcount,gross_profit,gross_margin,ebitda,ebitda_margin,cash_flow,capital,burn_rate,runway_months,sales_marketing_expense,cac,arpu,monthly_margin_per_customer,customer_lifetime_months,ltv,ltv_cac_ratio,cumulative_cash_flow,profitable_month
2030-02-04,2030,2,63,6,82136706.40772498,951,4,1,6844725.533977081,1163603.340776104,1062257.8231833754,862435.4172811122,807677.6130092957,752919.8087374789,193266.32,0.0,3678556.9822112625,60.2472,5681122.1932009775,0.8300000000000001,2002565.210989715,0.2925705641590771,2002565.210989715,29442393.195785962,0.0,120.0,1670113.0302904078,715840.0821554537,86368.77645396948,5973.840371399557,120.0,431843.8822698474,0.6032686532018852,24247690.529119294,True
2030-03-06,2030,3,64,6,82203650.24237709,955,8,4,6850304.186864757,1164551.7117670088,1062257.8231833754,863138.3275449594,808335.8940500413,753533.4605551233,193266.32,0.0,3680531.825333499,60.2472,5685752.475097748,0.8300000000000001,2005220.6497642496,0.2927199428032987,2005220.6497642496,31447613.845550213,0.0,120.0,1671474.2215950007,357905.6706212408,86077.12067264617,5953.667513191361,120.0,430385.6033632308,1.202511272358948,26252911.178883545,True
2030-04-05,2030,4,65,6,82287330.03569223,960,11,6,6857277.502974353,1165737.17550564,1062257.8231833754,864016.9653747684,809158.7453509736,754300.5253271786,193266.32,0.0,3683000.379236296,60.2472,5691540.327468713,0.83,2008539.948232417,0.29290632431912084,2008539.948232417,33456153.79378263,0.0,120.0,1673175.710725742,218033.1722874413,85715.9687871794,5928.687841113242,120.0,428579.843935897,1.9656634788163525,28261451.12711596,True
2030-05-05,2030,5,66,6,82227227.74704063,965,14,9,6852268.978920053,1164885.726416409,1062257.8231833754,863385.8913439265,808567.7395125662,753749.5876812057,193266.32,0.0,3681227.3617210737,60.2472,5687383.252503644,0.83,2006155.89078257,0.29277249578996367,2006155.89078257,35462309.6845652,0.0,120.0,1671953.6308564928,152018.28979324957,85209.56243216645,5893.661401558179,120.0,426047.8121608322,2.802608901470164,30267607.01789853,True
2030-06-04,2030,6,67,6,82631943.62161532,972,16,9,6885995.301801276,1170619.2013062171,1062257.8231833754,867635.4080269609,812547.4456125507,757459.4831981405,193266.32,0.0,3693166.4800210274,60.2472,5715376.100495059,0.83,2022209.6204740317,0.2936699099903613,2022209.6204740317,37484519.305039234,0.0,120.0,1680182.8536395116,122568.59012735967,85012.28767655898,5880.016564295329,120.0,425061.43838279485,3.467947521800799,32289816.638372563,True
2030-07-04,2030,7,68,6,83403991.51539002,980,17,9,6950332.626282502,1181556.5464680253,1062257.8231833754,875741.9109115952,820139.2499013352,764536.5888910752,193266.32,0.0,3715941.8928873804,60.2472,5768776.079814477,0.8300000000000001,2052834.1869270965,0.29535768966860054,2052834.1869270965,39537353.49196633,0.0,120.0,1695881.1608129304,107404.63075125394,85106.11379121432,5886.506203892324,120.0,425530.56895607157,3.9619387542199016,34342650.82529966,True
2030-08-03,2030,8,69,6,84242983.24381684,992,24,12,7020248.603651403,1193442.2626207387,1062257.8231833754,884551.3240600768,828389.3352308656,772227.3464016543,193266.32,0.0,3740692.148875972,60.2472,5826806.341030665,0.83,2086114.192154693,0.2971567404421624,2086114.192154693,41623467.68412102,0.0,120.0,1712940.6592909424,89280.78374988394,84922.36214094439,5873.796714748653,120.0,424611.81070472195,4.755914911032285,36428765.01745435,True
2030-09-02,2030,9,70,6,85469954.88815531,1010,34,16,7122496.24067961,1210824.3609155335,1062257.8231833754,897434.5263256307,840454.5564001938,783474.586474757,193266.32,0.0,3776887.8123839567,60.2472,5911671.879764076,0.8300000000000001,2134784.0673801196,0.29972414098128386,2134784.0673801196,43758251.75150114,0.0,120.0,1737889.0827258246,68622.8120377293,84623.71771104487,5853.140475013937,120.0,423118.58855522436,6.165859077919903,38563549.08483447,True
2030-10-02,2030,10,71,6,86907652.44911265,1032,41,19,7242304.3707593875,1231191.7430290962,1062257.8231833754,912530.3507156828,854591.9157496078,796653.4807835327,193266.32,0.0,3819299.8904321985,60.2472,6011112.627730291,0.83,2191812.737298093,0.3026402406045621,2191812.737298093,45950064.48879924,0.0,120.0,1767122.2664652907,52706.585944263206,84212.841520458,5824.721538498344,120.0,421064.20760229,7.988834792820048,40755361.822132565,True
2030-11-01,2030,11,72,6,88168096.01077718,1052,38,18,7347341.334231432,1249048.0268193434,1062257.8231833754,925765.0081131603,866986.2774393089,808207.5467654574,193266.32,0.0,3856482.9755013017,60.2472,6098293.307412088,0.83,2241810.331910786,0.30511857690157124,2241810.331910786,48191874.820710026,0.0,120.0,1792751.285552469,46882.85517472198,83809.97719655625,5796.856756095141,120.0,419049.8859827813,8.938233058141948,42997172.154043354,True
